variant,metric,n,mean,std,ci95_low,ci95_high,source_files,source_note
EG-SIEM,actor_precision,3,1.0,0.0,1.0,1.0,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results/scalability/mesa_scalability_raw.csv,"EG-SIEM rich config from scalability runner, 42 human agents, 240 steps; 3 run-level rows."
EG-SIEM,actor_recall,3,0.875,0.0,0.875,0.875,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results/scalability/mesa_scalability_raw.csv,"EG-SIEM rich config from scalability runner, 42 human agents, 240 steps; 3 run-level rows."
EG-SIEM,actor_f1,3,0.9333333333333332,0.0,0.9333333333333332,0.9333333333333332,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results/scalability/mesa_scalability_raw.csv,"EG-SIEM rich config from scalability runner, 42 human agents, 240 steps; 3 run-level rows."
EG-SIEM,ttd_avg,3,45.42857142857142,24.182975965141516,-14.645271148788453,105.5024140059313,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results/scalability/mesa_scalability_raw.csv,"EG-SIEM rich config from scalability runner, 42 human agents, 240 steps; 3 run-level rows."
EG-SIEM,ttd_max,3,134.66666666666666,69.06036007242746,-36.88877817630714,306.22211150964046,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results/scalability/mesa_scalability_raw.csv,"EG-SIEM rich config from scalability runner, 42 human agents, 240 steps; 3 run-level rows."
EG-SIEM,confirmed_alerts,3,38.0,3.605551275463989,29.043314104970403,46.956685895029594,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results/scalability/mesa_scalability_raw.csv,"EG-SIEM rich config from scalability runner, 42 human agents, 240 steps; 3 run-level rows."
EG-SIEM,confirmed_alert_precision,0,,,,,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results/scalability/mesa_scalability_raw.csv,"EG-SIEM rich config from scalability runner, 42 human agents, 240 steps; 3 run-level rows."
EG-SIEM,confirmed_fp_per_run,0,,,,,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results/scalability/mesa_scalability_raw.csv,"EG-SIEM rich config from scalability runner, 42 human agents, 240 steps; 3 run-level rows."
EG-SIEM-Enron,actor_precision,10,0.9,0.31622776601683794,0.6737842837201795,1.1262157162798205,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results_eg_siem_enron_fixed.json,"EG-SIEM-Enron run-level JSON. Important: config reports preset='forensics_primary', forensics_mode='keyword_only', population_kwargs={'n_takeover': 0}; compare cautiously."
EG-SIEM-Enron,actor_recall,10,0.41428571428571426,0.21769770382214212,0.25855415844258856,0.57001727012884,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results_eg_siem_enron_fixed.json,"EG-SIEM-Enron run-level JSON. Important: config reports preset='forensics_primary', forensics_mode='keyword_only', population_kwargs={'n_takeover': 0}; compare cautiously."
EG-SIEM-Enron,actor_f1,10,0.5527272727272727,0.24388811668716337,0.3782602241709311,0.7271943212836144,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results_eg_siem_enron_fixed.json,"EG-SIEM-Enron run-level JSON. Important: config reports preset='forensics_primary', forensics_mode='keyword_only', population_kwargs={'n_takeover': 0}; compare cautiously."
EG-SIEM-Enron,ttd_avg,10,67.8,58.47763316214938,25.96762127263728,109.63237872736272,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results_eg_siem_enron_fixed.json,"EG-SIEM-Enron run-level JSON. Important: config reports preset='forensics_primary', forensics_mode='keyword_only', population_kwargs={'n_takeover': 0}; compare cautiously."
EG-SIEM-Enron,ttd_max,10,140.0,129.78272441105386,47.15903181686505,232.84096818313495,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results_eg_siem_enron_fixed.json,"EG-SIEM-Enron run-level JSON. Important: config reports preset='forensics_primary', forensics_mode='keyword_only', population_kwargs={'n_takeover': 0}; compare cautiously."
EG-SIEM-Enron,confirmed_alerts,10,19.0,10.728984626287387,11.324946753532227,26.675053246467773,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results_eg_siem_enron_fixed.json,"EG-SIEM-Enron run-level JSON. Important: config reports preset='forensics_primary', forensics_mode='keyword_only', population_kwargs={'n_takeover': 0}; compare cautiously."
EG-SIEM-Enron,confirmed_alert_precision,10,0.9,0.31622776601683794,0.6737842837201795,1.1262157162798205,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results_eg_siem_enron_fixed.json,"EG-SIEM-Enron run-level JSON. Important: config reports preset='forensics_primary', forensics_mode='keyword_only', population_kwargs={'n_takeover': 0}; compare cautiously."
EG-SIEM-Enron,confirmed_fp_per_run,10,0.0,0.0,0.0,0.0,/Users/firdous/Documents/SmartCitiesSimulation/Insider-Threat-Detection-MAS-SIEM-main/results_eg_siem_enron_fixed.json,"EG-SIEM-Enron run-level JSON. Important: config reports preset='forensics_primary', forensics_mode='keyword_only', population_kwargs={'n_takeover': 0}; compare cautiously."
